target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
-0.16722202,-4.783667803372083,0.06941845576242373,-4.864056976622441,-3.130580351692756,3.136804748633152,0.7545841581166433,-2.1912575130201533,-2.187816987545828,0.3322437877498163,-2.4999223614248387,0.6295301407160816,-0.0022427272771916255,-1.95689734589159,-2.22614876496682,0.4092165076975835,1.043669250160114,1.655982384611425,2.445962990283357,-0.7037328872917036,1.088372963067891,-0.15393698882033066,-3.1928289742679916,-2.303784761497906,0.29838619847232795,-1.7913739501495043,0.6869529775300672,-0.8804919492574634,-0.42420078267869893,0.29212911005316355,0.26717527741124736,-0.22677866788915035,-0.7328369491184554,-0.11608613863527498,-1.0975209777690762,0.7779720290700941,1.9388750896160865,0.9744487464468599,-1.2599367017559249,-0.3890079217384312,0.31778443016050906,0.9792961491211708,0.8762464502251092,1.4602623697536976,-0.5184070710643859,-0.20209807718995076,0.06852108206982373,0.032045461880609284,0.06873676200538516,-0.8022902142623881,-0.8918690973179635,-1.537976744132465,-0.7739059957020079,0.8315638355972129,-1.0850614509721674,-0.6203542781613176,-0.4723547749578773,-0.4217481883095394,-1.0896510616075004,0.23806826442028364,-1.3787734918418786,0.3538058669636722,-0.4747092800532365,1.2043455606590938,0.2019778355933909,0.3330420463217168,0.7995380682142791,0.05412668035183923,-0.7688758555610112,-0.1666664535114111
0.4975889,-7.356303103374706,0.6963117917847989,-0.41178695999153153,2.3632413610535843,3.7252130440709164,2.9864292795884824,-5.236172920412147,-2.1719183976886933,0.09286716728955005,-1.674762492066769,0.27181449856649237,0.641871333475576,-0.26598347090829805,-2.9984174773292356,0.7153025758126681,0.027722299022244053,-0.2731113305478137,2.3498419151618473,0.9240630754811187,0.6956342082188369,0.2607116957904486,-2.4591751199963725,-0.8518308325188702,-0.6652400790822411,-0.7159659104572836,-1.5637770383538534,-0.5641849143073555,-0.771791091468596,1.321411246750994,1.686323776380043,-0.6774371590359844,0.4126729356688382,0.5524508625581825,-0.3008934282199546,1.0660792411345776,0.17768249476042974,0.5696015695492862,-0.38903696843024255,0.5302815293710068,-0.7788553391677652,1.5844597560500977,0.4231939613372094,0.7727867330181563,2.0378714182203455,1.3631814695877411,0.14122592792036032,-0.6357199144342959,0.7078029447335324,-1.1196467089696869,-0.7067881888281384,-0.6195353289083664,-0.48932841038286895,0.1886723044767012,-0.6447373607944401,-0.6795625606900555,-1.3384865568259676,-0.9536106457322332,-1.019095218153793,0.378858352953071,-0.9558153676937634,0.25103824295850646,-0.19407429568887413,1.1183330162301617,-0.5816011689232905,1.02706004003584,0.6068221909571011,0.035413408263969104,-1.2589765946355058,-0.8249111888941616
0.13196146,-6.752897999029304,-0.8646224219094726,-3.3657055468304673,-1.2615988608592172,2.8744359976748397,2.711764349155008,-3.459663259577202,-0.6580521915101945,-1.9532365048433225,-3.337890039385051,1.4309867603067319,-0.10202332578200574,-0.07872397161858874,-2.3530868649457757,1.627662570371446,0.7332515891011508,-0.7049920285876133,1.3074182350759023,1.3110385565208986,1.9872957157712634,1.8333313196296672,-3.734586640749455,-1.4120216042123117,-1.2172622928065406,-0.6416987418356374,-1.4958907844548517,-0.15187908555819513,-1.0378732037618892,0.8215473893695722,0.12366387000760717,-0.5357655147050124,0.4548081446973763,0.6151769319718124,-0.22325494971346752,1.1856845088534318,-0.08896575963061604,1.0660634485330878,-1.0948909486016831,0.2195353629819482,-0.20992254916026046,0.4818358129525013,-0.3666814608542612,1.3541331987224408,0.9635625155139705,0.8265311942135601,0.11064332637046029,-0.46114181295063156,1.310988286192224,-1.0323033103524757,-0.4832245491054624,-0.5237160956798363,-0.8115747873350154,-0.7580674236171236,-0.05808406769838199,-0.4355083079313368,-0.9478592268130523,-0.5955230312007089,-1.0454042015154312,-0.16153620744221553,-0.5959321245561107,0.620424243406432,-0.3381012428122707,0.45178882902547407,0.1310943166370242,0.17578756019095837,0.3375079391979423,0.48033257123992873,-1.5707166888316784,-0.1028136312919033
-0.407528,-4.634332230141511,1.0757304358316297,-3.603383055757695,-1.108517769809656,4.557188060729171,-0.1964180661397958,-3.486227837037924,-0.961260440200425,3.4661678373943206,-2.0389488157932694,-0.05713617251975883,1.766977709953369,-1.0547960124276015,-3.0626875178428627,1.0646956155464802,0.12789596173306222,-0.7016686204043532,0.15784892583410182,1.394822462536231,2.1951530890965136,2.1491876777415686,-3.326899597301456,-1.8777638156172651,-1.0088751927366784,-1.3584687213346855,-0.01986618797756866,-0.9760109120560455,0.4244434751673442,-0.5194230114803999,0.48732296611039244,1.4518469104373448,-1.7663231389840326,1.928447170577585,0.1718114316185297,1.569811277100441,-0.46612361739453845,0.31743946590525424,-0.7443237910008225,0.325546266824435,-0.6939174355587597,1.1617395522384233,-1.0714806289726484,1.6682052928047697,-0.25801182882555623,-0.20700339061503326,0.2770132141406611,0.08000832020374238,-0.8659336412227234,-0.9195562709586556,0.20660955057427655,0.015520327155534199,-1.6388251863187788,-0.5243378171785964,-0.11540269907676705,-0.29843376925642195,-0.5798155905299892,-0.385435647198128,-0.9206696146545817,1.330552658583202,0.17462311110802306,0.4799052639931256,-0.8076115414735184,-1.1340840304891182,-0.2864358939084434,0.7586772726268256,0.051064169022070324,-0.5210863591481566,-0.7480701863119653,-0.29230509036528274
-0.028723778,-5.4033153806785315,1.1160485122302544,-2.7146785230963095,-0.9363263216423787,4.559457565731417,-0.1887197870724327,-4.149832655491207,-0.07956696767131256,-3.2236824934115123,0.5865687907364868,0.7985874532659286,2.0390351031598697,-0.8943884304912391,-3.5941083338820348,1.1605885102594653,-1.142216728780224,2.6296925815319954,-1.1460272041604322,0.3421471907630037,1.2082526315347208,2.940483569061869,-2.016457527582817,-0.4878132940504288,-1.253511158441388,-1.418372867126707,0.6593805243179807,-0.31050138801833715,-0.8153943935444479,0.00807925505761113,-0.25387820331301203,0.16634775411441646,-0.607942659218628,-0.0953759145147713,-0.412886657516731,0.23856175952952752,-0.42555096513534646,0.3606848598849256,-2.0561872030607313,-0.36624101981266427,0.9294389178514677,0.7884632113154565,-0.3992116266018026,0.9752332942382286,-1.4787323094795486,-0.8611556861299726,-0.6711210982834179,1.17030705878639,-0.2089925587459843,-1.2898314014877366,-0.3423167664661787,0.9262204747143863,-1.3608017301367064,-0.7401591027132667,-0.13066818721410842,-0.8479785144560674,-0.2687139851554988,-0.41316353099545267,-0.9448697785296346,-0.2596308902778552,-0.7094740733862779,0.7543648454930502,-1.080813695554992,0.5841663946834438,-0.4065136010764974,1.742931267715635,-0.05734253051865042,-0.5994966317134888,-1.6352632756841647,-0.6945560612474512
0.9937999,-5.003739988762431,1.7421726816048215,-2.145783074395914,-0.49080162220603313,4.769197781317046,-1.2226555604755733,-2.4947883706634673,-2.366846490665885,-2.601588742900963,-2.3273826011963696,1.7358389634449995,1.0138123603426208,-0.9675301196442667,-1.775060205299906,1.1932714246465574,1.5925901481460203,0.43949228774521054,-1.3544246664024318,-0.006369250913724927,1.4512760714685609,2.9167803343939993,-0.5349313525914069,-0.8512677659662754,-1.5592352626856145,-2.3095782774039137,0.9155487737699141,0.15627226710330525,-0.3733902540815803,-1.1714735334950157,-0.5716024585121976,0.13746175787453882,-1.5595498933686438,0.6199587851801925,-0.425603274595771,0.5377472652988163,0.2324274576517826,1.681990410419743,-1.851367820202033,-1.1667494814486872,0.35580739831197433,0.23502160635764058,-0.5367788569191572,0.8365769395832505,-1.68663748740005,-0.7636632179759482,-0.17379346834938775,-0.07876002717232675,-0.6896271026208852,-0.44337457174306905,0.4296275002392832,0.7616066842461031,-0.9777583326523026,-0.31932370422472706,-0.2331906983526,-0.8063744450196642,-0.3859549430673078,-0.17300057283312187,-1.6047614754602701,0.6976584515264956,-0.9352725610132361,0.9727089864496713,-0.9826058175949487,-0.23272386707801584,0.14973986469040088,0.6894382819743052,0.33799933425435424,-0.19130174142734302,-1.216231349898069,-1.1502367413144825
0.3278941,-5.799040856242804,-0.6534700365093876,-1.074139848442124,-0.1491676325342858,5.209588450003305,-0.6549017587582,-3.526850213441805,-1.3571658862504195,2.04745717576039,-2.3501466903755435,-0.07657690061433357,1.8789941268890942,-0.4441531709153534,-2.6015137342866828,0.6613338718093675,0.5374918785510036,0.28895362069873193,0.008451647929414101,0.3456783884459734,1.1578922693435487,1.7555452794428001,-1.655147927460934,-0.30599608048575555,-2.447658766727043,-2.6583086910600398,0.3478313540586585,0.5655560260493425,-1.8463308469281494,-0.25819990105518925,-0.17360387150168272,-1.048744382801997,-1.0671397307087083,-0.16902519568432203,0.15294573965198496,0.4881770084657877,0.3977206293069302,1.508225137189373,-2.0712604454455104,-0.2387992747289012,1.3869961047385255,0.6524576004681136,-0.3007884735359445,-0.021415001207459514,-1.4955960757923765,-0.9038860836061785,0.34612509834891547,-0.7561235472289244,-0.5350075803789935,-0.5532518259509728,0.3103720571323129,1.5121115108766892,-0.7861066195320578,-0.03585186808839584,-0.26398052660766047,-1.2224540359936578,-0.28180662254641026,-0.25404860836692655,-1.045683552326049,0.17464438990753442,-1.0705258395142945,1.0897641864056573,-1.0514297235029753,-0.2318795861125778,0.44524935951849864,1.2599902044869502,0.4754704504989354,-0.5195884209306221,-1.7557906125537934,-0.5425158124890423
-0.34467727,-2.774251718740899,-1.2989099559953243,-5.258214635626435,-2.155455503662421,4.449633554249404,-2.2588915904151756,-2.693799793026036,-0.7081002631588202,0.10783704687485075,-3.2408356468002424,1.537815328962537,0.2428908690937619,-0.9508095280538654,-2.4406421947373604,1.2486487909052708,1.3408343491602075,0.18947088428419637,0.6887392580066541,0.25126363882709185,1.8537569697195677,1.4280607536402998,-2.3093331647609086,1.2144638214767167,-1.8757158229400095,-0.7440383668962202,-0.06590011279844614,1.7719763436437552,-1.3943656800868862,-0.3765722324457161,2.0713651319998667,-0.25648356889888846,-0.9556382738234075,0.3998816324806386,0.09182276617333315,3.1215545127626676,-0.01840620596313181,1.1647166571916843,-0.1262750681508052,-0.358093530088295,-1.0882602750094812,0.7745869015581497,-1.3091659640312128,0.15564132067408953,0.09808439895560132,0.047740729333542425,1.501873321428725,-0.3976799934997101,-0.5075969332465182,0.3067050805932002,-0.29486794159621865,1.6061371401415279,-1.6907489210011575,-0.957413997418416,-0.05401682300771433,0.23953890715490467,-0.1551378267536352,-0.17669684437905517,-0.4562243115352717,0.5085019212966085,0.17785509152784987,0.5035337136034629,-1.1896927616510342,-0.7191520566753417,-0.015702078051801623,1.2693765071717944,-0.1329587491629445,-0.3360924067562458,-0.9799970330811018,-0.7928752178456325
-0.92308855,-2.8341860786277238,-2.29506169669024,-4.00595902284697,-0.7374670384457219,4.543751368901632,-1.4370213902366253,-3.5852243126720054,-1.4925603283629083,-0.31237186131550687,-1.9681022375050332,1.6861650028288098,-0.06841349518174988,-1.8441651368436587,-2.5423288317745274,1.3160921675421478,2.0303038357372976,0.444356532586681,0.14354122426914323,0.3114267548992597,0.8031242257977889,1.5209829901220406,-1.0581206904504468,0.6775156939561728,-2.469015475074351,-0.948680008985995,0.8797419227958804,0.4929323632321124,-0.46114614344346744,-0.3983512115250968,1.3600996111977772,0.21139242853839288,-1.4584808783201832,0.48208598391733876,-0.41990006857803686,2.0317912293864744,0.5518938242609854,1.1413038512882274,-0.9119569829590868,-1.4361883884968816,0.2801548581191786,0.9831230203929453,-0.7936660487251275,0.4875976156308235,-1.1441460664529355,0.1518494925822301,0.27647016553427384,-0.14807018930096852,-0.4653769250068859,-0.418903409505544,-0.44641882526132654,1.1398220381370736,-0.8761531016097199,-0.34951208714098586,-0.2982121465469433,-1.3051157628968062,-0.008639593518060318,0.022983296765428866,0.4946754760477006,0.8954976375833882,0.4264799143778436,0.5604714322227189,-0.992964039500906,0.02861877305746446,-0.27749267431491076,1.2996086805762095,-0.6043882628682993,-0.7859634709489236,-0.7312528984968115,-0.4795114655677365
-1.0430874,-5.702022197932895,-1.560497603962298,0.23820785270025008,2.1722294360647685,4.420508532074721,-0.06090317716699926,-4.555151075631234,-2.339613893512667,-2.65885020878257,-0.8198883218651932,2.2756420605098904,-1.6975335928333304,-2.471083948263741,-2.51618989403717,1.8092189627591537,1.3762158569188394,1.3793757084661888,0.3952118891654143,-1.2657606973028699,2.209325186473709,1.2409374321758604,-0.6223297500705234,0.7021710802824309,-2.1870862106527165,0.4277157606314786,0.2700680667383516,0.08065030251572775,-1.33118224978907,0.23888873813991462,1.6497038275376932,-1.019796011169697,-1.4926777285663633,-0.13467730699106367,0.18397367771135884,1.6984630532882974,0.778070117324149,0.8885396681620757,-1.2063231245367472,-0.5117180659128113,-0.2513037286454809,1.7810277054389578,0.3160266665939193,-0.1678740358164168,-0.3098433598829061,-0.2361261168320374,1.1659950652074593,-0.19389524078112483,-0.30339510415757026,0.20646605198520207,-0.3785244869382499,0.9629098845514251,-1.2088377956200358,-0.6038590498746644,0.16601477746143906,-0.5450893173334372,0.19154374337020894,0.32809205286972676,-0.312290401650319,-0.054806549384559394,-0.45911081830198547,0.3831167008041492,-0.6191948091765145,-0.12066515079060472,1.1623133901685394,0.6731180517579733,0.47626378171069517,-0.4606625251630431,-0.5095231864684275,-0.9343224603335271
0.1417726,-8.146018506216514,0.6930100209270975,3.477651552730801,2.3815773836287972,5.134182429498581,-0.32239283170830674,-3.848236137941134,-1.31238357312488,-0.34186164984634704,-2.1037863574634232,0.013460833368991195,1.677601846145903,-0.1782971924426082,0.3999265676039692,-1.1405019619154797,2.5169204273481287,2.0123829431745244,0.6474429428817855,-1.9812554700034393,2.970650681503989,0.9594443764398423,-2.758785730365244,-1.3334630241281686,-1.448871037098157,-0.7793554436787989,0.8985610761352958,1.0418319801908476,-2.8229910675885534,0.9882923353223372,0.6268937520438298,-1.5448469763116377,-2.049455870267886,-1.8857079268823063,-1.846993976753599,1.1478928886415627,1.1850518736388351,0.4329287196191209,-0.6745579002443004,-1.055162121951486,1.0804585827519275,2.438413720269676,1.9406142910196162,-0.5211926415580396,-0.09728057964681767,0.6363552795664481,1.311236534786118,0.7825068169046154,-0.2437237392835322,-0.43401777124079005,-0.13434304943223915,0.8257329520138228,-0.7406069744885638,-1.3586348930058756,-0.6251546800377128,0.2150442616096456,-0.37316556926622857,0.8819383853056558,1.4278713652084445,-0.4601518201382437,-0.07841601664012869,1.34391529190747,0.8837195512104914,0.26037544116288985,0.0876730611281815,1.5135233965702977,-0.050789476336625464,-0.5163716038694625,-0.270281068085719,-1.7778158938908768
