target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
-0.16722202,-4.783667803372083,0.06941845576242373,-4.864056976622441,-3.130580351692756,3.136804748633152,0.7545841581166433,-2.1912575130201533,-2.187816987545828,0.3322437877498163,-2.4999223614248387,0.6295301407160816,-0.0022427272771916255,-1.95689734589159,-2.22614876496682,0.4092165076975835,1.043669250160114,1.655982384611425,2.445962990283357,-0.7037328872917036,1.088372963067891,-0.15393698882033066,-3.1928289742679916,-2.303784761497906,0.29838619847232795,-1.7913739501495043,0.6869529775300672,-0.8804919492574634,-0.42420078267869893,0.29212911005316355,0.26717527741124736,-0.22677866788915035,-0.7328369491184554,-0.11608613863527498,-1.0975209777690762,0.7779720290700941,1.9388750896160865,0.9744487464468599
0.4975889,-7.356303103374706,0.6963117917847989,-0.41178695999153153,2.3632413610535843,3.7252130440709164,2.9864292795884824,-5.236172920412147,-2.1719183976886933,0.09286716728955005,-1.674762492066769,0.27181449856649237,0.641871333475576,-0.26598347090829805,-2.9984174773292356,0.7153025758126681,0.027722299022244053,-0.2731113305478137,2.3498419151618473,0.9240630754811187,0.6956342082188369,0.2607116957904486,-2.4591751199963725,-0.8518308325188702,-0.6652400790822411,-0.7159659104572836,-1.5637770383538534,-0.5641849143073555,-0.771791091468596,1.321411246750994,1.686323776380043,-0.6774371590359844,0.4126729356688382,0.5524508625581825,-0.3008934282199546,1.0660792411345776,0.17768249476042974,0.5696015695492862
0.13196146,-6.752897999029304,-0.8646224219094726,-3.3657055468304673,-1.2615988608592172,2.8744359976748397,2.711764349155008,-3.459663259577202,-0.6580521915101945,-1.9532365048433225,-3.337890039385051,1.4309867603067319,-0.10202332578200574,-0.07872397161858874,-2.3530868649457757,1.627662570371446,0.7332515891011508,-0.7049920285876133,1.3074182350759023,1.3110385565208986,1.9872957157712634,1.8333313196296672,-3.734586640749455,-1.4120216042123117,-1.2172622928065406,-0.6416987418356374,-1.4958907844548517,-0.15187908555819513,-1.0378732037618892,0.8215473893695722,0.12366387000760717,-0.5357655147050124,0.4548081446973763,0.6151769319718124,-0.22325494971346752,1.1856845088534318,-0.08896575963061604,1.0660634485330878
-0.407528,-4.634332230141511,1.0757304358316297,-3.603383055757695,-1.108517769809656,4.557188060729171,-0.1964180661397958,-3.486227837037924,-0.961260440200425,3.4661678373943206,-2.0389488157932694,-0.05713617251975883,1.766977709953369,-1.0547960124276015,-3.0626875178428627,1.0646956155464802,0.12789596173306222,-0.7016686204043532,0.15784892583410182,1.394822462536231,2.1951530890965136,2.1491876777415686,-3.326899597301456,-1.8777638156172651,-1.0088751927366784,-1.3584687213346855,-0.01986618797756866,-0.9760109120560455,0.4244434751673442,-0.5194230114803999,0.48732296611039244,1.4518469104373448,-1.7663231389840326,1.928447170577585,0.1718114316185297,1.569811277100441,-0.46612361739453845,0.31743946590525424
-0.028723778,-5.4033153806785315,1.1160485122302544,-2.7146785230963095,-0.9363263216423787,4.559457565731417,-0.1887197870724327,-4.149832655491207,-0.07956696767131256,-3.2236824934115123,0.5865687907364868,0.7985874532659286,2.0390351031598697,-0.8943884304912391,-3.5941083338820348,1.1605885102594653,-1.142216728780224,2.6296925815319954,-1.1460272041604322,0.3421471907630037,1.2082526315347208,2.940483569061869,-2.016457527582817,-0.4878132940504288,-1.253511158441388,-1.418372867126707,0.6593805243179807,-0.31050138801833715,-0.8153943935444479,0.00807925505761113,-0.25387820331301203,0.16634775411441646,-0.607942659218628,-0.0953759145147713,-0.412886657516731,0.23856175952952752,-0.42555096513534646,0.3606848598849256
0.9937999,-5.003739988762431,1.7421726816048215,-2.145783074395914,-0.49080162220603313,4.769197781317046,-1.2226555604755733,-2.4947883706634673,-2.366846490665885,-2.601588742900963,-2.3273826011963696,1.7358389634449995,1.0138123603426208,-0.9675301196442667,-1.775060205299906,1.1932714246465574,1.5925901481460203,0.43949228774521054,-1.3544246664024318,-0.006369250913724927,1.4512760714685609,2.9167803343939993,-0.5349313525914069,-0.8512677659662754,-1.5592352626856145,-2.3095782774039137,0.9155487737699141,0.15627226710330525,-0.3733902540815803,-1.1714735334950157,-0.5716024585121976,0.13746175787453882,-1.5595498933686438,0.6199587851801925,-0.425603274595771,0.5377472652988163,0.2324274576517826,1.681990410419743
0.3278941,-5.799040856242804,-0.6534700365093876,-1.074139848442124,-0.1491676325342858,5.209588450003305,-0.6549017587582,-3.526850213441805,-1.3571658862504195,2.04745717576039,-2.3501466903755435,-0.07657690061433357,1.8789941268890942,-0.4441531709153534,-2.6015137342866828,0.6613338718093675,0.5374918785510036,0.28895362069873193,0.008451647929414101,0.3456783884459734,1.1578922693435487,1.7555452794428001,-1.655147927460934,-0.30599608048575555,-2.447658766727043,-2.6583086910600398,0.3478313540586585,0.5655560260493425,-1.8463308469281494,-0.25819990105518925,-0.17360387150168272,-1.048744382801997,-1.0671397307087083,-0.16902519568432203,0.15294573965198496,0.4881770084657877,0.3977206293069302,1.508225137189373
-0.34467727,-2.774251718740899,-1.2989099559953243,-5.258214635626435,-2.155455503662421,4.449633554249404,-2.2588915904151756,-2.693799793026036,-0.7081002631588202,0.10783704687485075,-3.2408356468002424,1.537815328962537,0.2428908690937619,-0.9508095280538654,-2.4406421947373604,1.2486487909052708,1.3408343491602075,0.18947088428419637,0.6887392580066541,0.25126363882709185,1.8537569697195677,1.4280607536402998,-2.3093331647609086,1.2144638214767167,-1.8757158229400095,-0.7440383668962202,-0.06590011279844614,1.7719763436437552,-1.3943656800868862,-0.3765722324457161,2.0713651319998667,-0.25648356889888846,-0.9556382738234075,0.3998816324806386,0.09182276617333315,3.1215545127626676,-0.01840620596313181,1.1647166571916843
-0.92308855,-2.8341860786277238,-2.29506169669024,-4.00595902284697,-0.7374670384457219,4.543751368901632,-1.4370213902366253,-3.5852243126720054,-1.4925603283629083,-0.31237186131550687,-1.9681022375050332,1.6861650028288098,-0.06841349518174988,-1.8441651368436587,-2.5423288317745274,1.3160921675421478,2.0303038357372976,0.444356532586681,0.14354122426914323,0.3114267548992597,0.8031242257977889,1.5209829901220406,-1.0581206904504468,0.6775156939561728,-2.469015475074351,-0.948680008985995,0.8797419227958804,0.4929323632321124,-0.46114614344346744,-0.3983512115250968,1.3600996111977772,0.21139242853839288,-1.4584808783201832,0.48208598391733876,-0.41990006857803686,2.0317912293864744,0.5518938242609854,1.1413038512882274
-1.0430874,-5.702022197932895,-1.560497603962298,0.23820785270025008,2.1722294360647685,4.420508532074721,-0.06090317716699926,-4.555151075631234,-2.339613893512667,-2.65885020878257,-0.8198883218651932,2.2756420605098904,-1.6975335928333304,-2.471083948263741,-2.51618989403717,1.8092189627591537,1.3762158569188394,1.3793757084661888,0.3952118891654143,-1.2657606973028699,2.209325186473709,1.2409374321758604,-0.6223297500705234,0.7021710802824309,-2.1870862106527165,0.4277157606314786,0.2700680667383516,0.08065030251572775,-1.33118224978907,0.23888873813991462,1.6497038275376932,-1.019796011169697,-1.4926777285663633,-0.13467730699106367,0.18397367771135884,1.6984630532882974,0.778070117324149,0.8885396681620757
